protein,mean_orig,mean_ko,diff
DHX15,-0.094353,-0.47278902,-0.37843603
RNF169,-0.079320714,-0.4571025,-0.3777818
HPDL,-0.009174131,-0.38690317,-0.37772903
CENPB,0.016051456,-0.3613984,-0.37744987
PHIP,-0.041346885,-0.4180029,-0.37665603
VAMP5,0.03532398,-0.3412679,-0.3765919
MPP5,0.11143796,-0.26504886,-0.37648684
FXYD3,0.10353521,-0.27284876,-0.37638396
FARP2,-0.00738674,-0.38318774,-0.375801
SNRNP27,-0.043383624,-0.41907302,-0.3756894
MAEA,0.17879757,-0.19637427,-0.37517184
CHAF1A,-0.089859545,-0.46496764,-0.3751081
AKR1E2,-0.03948971,-0.4144955,-0.37500578
USP39,0.045016862,-0.3299264,-0.37494326
PDHX,0.00041639,-0.37449765,-0.37491405
DNAJC10,0.08729023,-0.28755867,-0.3748489
TTC22,-0.014163096,-0.3885409,-0.3743778
SDR39U1,-0.02040188,-0.39476883,-0.37436694
CBX5,-0.1272385,-0.5015881,-0.3743496
WAPL,0.003152027,-0.3711392,-0.3742912
SNRNP70,-0.015078328,-0.38932654,-0.3742482
CUX1,-0.008075505,-0.38230845,-0.37423295
BAG5,0.04793118,-0.3262284,-0.37415957
SPNS1,0.043920815,-0.33012486,-0.37404567
ZFC3H1,0.07306657,-0.30035126,-0.37341782
CISD1,-0.050765734,-0.42411476,-0.37334904
H3-2,-0.075108916,-0.44839203,-0.37328312
PWP2,-0.004653918,-0.37788016,-0.37322623
NUMA1,0.035928924,-0.33706713,-0.37299606
TRRAP,0.008222273,-0.36428368,-0.37250596
DDB1,-0.046347357,-0.41871586,-0.3723685
EPB41,-0.038064297,-0.41032392,-0.37225962
RAC3,0.032500606,-0.33973026,-0.37223086
CACNA2D2,0.01908922,-0.35270077,-0.37179
RNASEH2C,-0.045794714,-0.41702026,-0.37122554
ARL6IP4,-0.09688531,-0.4670867,-0.3702014
UHRF2,-0.061875816,-0.43153325,-0.36965743
ARMCX1,-0.017113946,-0.38669577,-0.36958182
SURF1,0.15525311,-0.21424821,-0.36950132
KHK,-0.11982427,-0.48894075,-0.3691165
FCHSD2,0.039794557,-0.32831436,-0.36810893
TRPV2,0.075916044,-0.2921762,-0.36809224
AKAP8,-0.003581032,-0.3714445,-0.36786348
NUDT21,0.001631478,-0.36615884,-0.3677903
RCC2,-0.13050358,-0.49829075,-0.36778718
CDH26,0.07325334,-0.29435563,-0.36760896
DNAH8,0.12836406,-0.23907381,-0.36743787
SCRIB,0.07461541,-0.29247287,-0.3670883
RING1,-0.10219661,-0.46927217,-0.36707556
PDCD4,-0.04594893,-0.4127656,-0.36681667
MROH6,-0.041980177,-0.408781,-0.3668008
IGFBP2,0.013611876,-0.35218042,-0.3657923
PPP1CC,-0.10191234,-0.46751842,-0.36560607
MPG,0.057149787,-0.30832767,-0.36547747
SESN2,0.031008279,-0.33427882,-0.3652871
QTRT1,-0.014316794,-0.37952128,-0.36520448
MINPP1,0.01694543,-0.34804016,-0.3649856
ANKRD54,0.043748386,-0.32122558,-0.36497396
HK1,0.06614254,-0.29858696,-0.3647295
TRIM29,0.018973377,-0.3455588,-0.36453217
CKB,0.011944952,-0.35246068,-0.36440563
BDH1,-0.022091841,-0.38632402,-0.36423218
ITGAL,-0.090814434,-0.45448086,-0.36366642
RAB14,0.07308963,-0.2893713,-0.36246094
IRGQ,0.004887654,-0.35751826,-0.3624059
CLCN6,0.005902672,-0.35643527,-0.36233795
BCLAF1,-0.059296302,-0.42150435,-0.36220804
ATP2B2,0.06517987,-0.29702237,-0.36220223
EED,0.01036052,-0.35164514,-0.36200565
PTPMT1,0.08607262,-0.27565154,-0.36172417
GNL3,-0.04569517,-0.4069633,-0.3612681
CCDC88C,-0.10180005,-0.46306005,-0.36126
CENPP,-0.089902796,-0.45090884,-0.36100605
NOL4L,-0.027054457,-0.38800538,-0.36095092
DPM1,0.009848198,-0.350794,-0.3606422
AGO2,-0.040718157,-0.40043262,-0.35971445
CYB5R3,0.11658103,-0.24291946,-0.3595005
RAE1,-0.019504786,-0.3788335,-0.35932872
CSRP2,0.08085086,-0.2783607,-0.35921156
DHX8,0.056506168,-0.3026997,-0.35920587
LLGL2,0.106194995,-0.25281686,-0.35901186
HBB,0.12366257,-0.23502573,-0.3586883
CHAF1B,-0.16989118,-0.528555,-0.3586638
EPB41L3,0.001243845,-0.3572462,-0.35849005
REPS1,0.054717377,-0.3037603,-0.35847765
NRM,-0.021828275,-0.38025543,-0.35842717
CEACAM5,0.073142506,-0.28524554,-0.35838804
CCDC51,-0.054542147,-0.41225857,-0.3577164
OSGEPL1,0.015893891,-0.34176028,-0.35765415
VPS72,-0.008450792,-0.36590666,-0.35745585
HID1,0.08460358,-0.2727281,-0.35733166
TFB1M,0.15339135,-0.20370369,-0.35709503
GTPBP6,0.09775607,-0.2588591,-0.3566152
AKR1D1,0.10895311,-0.24764693,-0.35660005
DLST,0.06436619,-0.29205108,-0.35641727
MGA,-0.043977223,-0.40034026,-0.35636303
FCHO2,0.13168763,-0.2246514,-0.35633904
HNRNPL,-0.09988414,-0.45620272,-0.3563186
PITPNA,-0.018390594,-0.3746546,-0.356264
PIKFYVE,0.09940002,-0.25674105,-0.35614106
GATAD2B,-0.11054835,-0.46605453,-0.35550618
ARMCX3,0.0750648,-0.27999407,-0.35505888
ROBO1,0.06325855,-0.2914289,-0.35468745
MYLPF,0.027825927,-0.32666925,-0.35449517
PPP1R12A,0.10634165,-0.2479881,-0.35432976
DOCK5,0.12985803,-0.22436807,-0.3542261
NOTCH3,-0.002582476,-0.3566607,-0.3540782
PRKAR2B,-0.031231044,-0.3851255,-0.35389444
S100A8,0.1669968,-0.18682514,-0.35382193
FANCA,0.12622042,-0.22744693,-0.35366735
RBM42,-0.09684129,-0.45049584,-0.35365456
KRT10,0.08285808,-0.27059478,-0.35345286
PLCD3,0.10188903,-0.25124833,-0.35313737
GTF2E2,-0.023098499,-0.37600818,-0.35290968
RABL6,-0.004796186,-0.35740852,-0.35261235
NDC1,-0.047770634,-0.4002872,-0.3525166
ASH2L,0.030321445,-0.3221083,-0.35242975
XYLT1,0.04022152,-0.31213483,-0.35235634
FASTKD1,-0.06944583,-0.42172775,-0.35228193
LEMD2,0.0910517,-0.2602013,-0.351253
CENPV,0.000590457,-0.3506511,-0.35124153
STAU2,-0.000931201,-0.3520031,-0.3510719
PIGO,0.1573949,-0.19310826,-0.35050315
IDI1,0.027896836,-0.32252806,-0.3504249
TEX264,-0.019991985,-0.370367,-0.350375
MAD1L1,-0.09196282,-0.44187072,-0.3499079
ACSL1,0.020818122,-0.32907978,-0.3498979
TINAGL1,-0.04969073,-0.3992408,-0.34955007
ARID1A,-0.024334894,-0.37346795,-0.34913304
PFKM,-0.004821722,-0.35371578,-0.34889406
COL4A2,0.10971897,-0.23906526,-0.34878424
AKAP17A,-0.009663083,-0.35821316,-0.34855008
OR8B8,0.05552701,-0.29294345,-0.34847045
ZNF740,-0.106787264,-0.4550366,-0.34824935
MAPRE2,-0.050935555,-0.39896798,-0.34803241
PELP1,-0.010712964,-0.357984,-0.34727105
POLR1B,-0.027989427,-0.37511992,-0.3471305
EIF4A3,-0.059946842,-0.40706912,-0.34712228
SLC44A1,0.012635067,-0.334249,-0.34688407
MAPK14,-0.04582197,-0.3919079,-0.34608594
UAP1L1,0.044088967,-0.3014048,-0.34549376
NDUFS2,-0.022683287,-0.36783797,-0.34515467
NCOA2,-0.06954916,-0.41456884,-0.3450197
MTERF3,0.011658535,-0.33327442,-0.34493297
STX17,0.09080213,-0.2540243,-0.34482643
ATP2A2,0.034120556,-0.3106253,-0.34474587
RNF168,-0.077612005,-0.42229035,-0.34467834
TTN,0.009731984,-0.33454704,-0.34427902
DCAKD,0.06706579,-0.2770238,-0.34408957
CARS2,-0.037454385,-0.38152096,-0.34406656
EMSY,-0.02513916,-0.36891896,-0.3437798
NRF1,-0.15966947,-0.50284314,-0.34317368
EXOSC2,-0.004891401,-0.34731948,-0.3424281
ESRRB,0.11319532,-0.22893964,-0.34213495
ZC3H13,-0.045371115,-0.38745943,-0.3420883
FN1,0.033297956,-0.30858493,-0.34188288
ADAMTS12,-0.07814241,-0.4200137,-0.3418713
CHGA,0.08178119,-0.2600632,-0.34184438
FGD3,-0.05793917,-0.39958668,-0.3416475
BAX,0.009672466,-0.33190548,-0.34157795
IRF2BPL,0.022820666,-0.3184375,-0.34125817
CDK6,0.025034519,-0.31621048,-0.341245
MPLKIP,0.057279907,-0.2839637,-0.34124362
MYEF2,-0.003727414,-0.34478226,-0.34105486
WDR48,-0.045160767,-0.38605857,-0.3408978
C12orf57,0.058749396,-0.2820323,-0.34078172
ORC3,-0.030560467,-0.37130767,-0.3407472
SLC25A3,0.09035502,-0.25018814,-0.34054315
PDHA1,-0.035180528,-0.37569162,-0.34051108
ZKSCAN1,-0.029449698,-0.3698383,-0.3403886
MAFK,0.006601987,-0.33288884,-0.33949083
TMTC3,0.11440787,-0.22504301,-0.3394509
THOC1,-0.06449436,-0.4038709,-0.33937657
VCAN,0.05697071,-0.28198457,-0.33895528
CLIP2,0.001486067,-0.33718327,-0.33866933
EXOSC4,-0.012357467,-0.3509815,-0.33862403
DDB2,0.06719872,-0.2713551,-0.33855382
HAUS5,0.0130488,-0.32500163,-0.33805043
EXOSC7,0.05827854,-0.27972615,-0.33800468
NIF3L1,0.023288937,-0.3146797,-0.33796865
KDM4A,0.004143038,-0.3335893,-0.33773232
IWS1,0.0355073,-0.30175477,-0.33726206
PCYT1B,0.022307407,-0.314683,-0.3369904
KDF1,-0.05271529,-0.38916135,-0.33644605
RALGAPA1,0.011133973,-0.3251922,-0.33632618
TRIM3,0.19477838,-0.14049529,-0.33527368
PC,0.059586175,-0.27535746,-0.33494362
CCSER1,-0.043770034,-0.37861294,-0.3348429
TSPYL5,-0.020794963,-0.35546598,-0.33467102
S100P,0.11121223,-0.22343181,-0.33464405
C9orf40,-9.10E-05,-0.334726,-0.33463502
ASRGL1,0.0326937,-0.3017966,-0.3344903
PHPT1,0.026453977,-0.3080317,-0.33448568
LRATD2,0.0939202,-0.2403446,-0.3342648
SCLY,-0.000323707,-0.3341786,-0.33385488
BUD31,-0.18346469,-0.51714104,-0.33367634
LYRM2,0.026516065,-0.30703127,-0.33354735
UBXN6,0.0652525,-0.26820052,-0.333453
ZCCHC3,0.016195701,-0.3172455,-0.33344123
RAI14,0.11336703,-0.21997666,-0.33334368
MTMR11,0.079300895,-0.25392613,-0.33322704
PHC2,0.09268986,-0.24034232,-0.3330322
MACROH2A1,0.002432354,-0.330541,-0.33297336
ARL6IP1,0.14631829,-0.18663861,-0.3329569
MPP6,-0.050042465,-0.38283956,-0.3327971
CEACAM6,0.16496077,-0.16783217,-0.33279294
MED30,0.002536534,-0.330145,-0.33268154
NKX2-1,-0.016854856,-0.3491521,-0.33229724
MTG2,0.054559946,-0.2776373,-0.33219725
NID1,0.03369475,-0.29847303,-0.33216777
GDI1,0.07381751,-0.25832245,-0.33213997
PPP1R10,-0.04018543,-0.37208667,-0.33190125
DENND5B,0.09463526,-0.23720497,-0.33184022
ZNF687,-0.08910301,-0.42079794,-0.33169493
CAMK1D,-0.07809148,-0.40954036,-0.33144888
PREX1,0.05646027,-0.2749587,-0.33141896
NUP188,-0.1026694,-0.4340661,-0.3313967
KIF5C,0.10392026,-0.22686395,-0.3307842
DDX54,0.011260779,-0.3193591,-0.33061987
KYNU,0.18179001,-0.14872889,-0.3305189
SVIP,0.1024862,-0.22731216,-0.32979837
PNKP,0.10746522,-0.22207046,-0.32953566
CDK16,0.045435436,-0.28396177,-0.3293972
RPS15,0.060972933,-0.26837257,-0.3293455
NDUFB9,0.04307766,-0.28624606,-0.3293237
INPP4B,0.037069093,-0.29202178,-0.32909086
CTNND1,0.14516647,-0.1835822,-0.32874867
GTF3C3,-0.07009449,-0.39866865,-0.32857415
CEP170,0.061977983,-0.26651597,-0.32849395
MDK,0.06014596,-0.26805675,-0.32820272
KANSL3,-0.09188645,-0.41980445,-0.327918
RPTOR,0.006239715,-0.32154885,-0.32778856
SIX1,-0.004072944,-0.3317687,-0.32769576
UBQLN4,-0.02323401,-0.35067636,-0.32744235
LIG1,-0.01262143,-0.33996075,-0.32733932
BLMH,-0.10632632,-0.43348667,-0.32716036
KRT2,0.09888627,-0.22823448,-0.32712075
MRFAP1,0.1132324,-0.21324332,-0.3264757
KIF23,0.13416931,-0.19219363,-0.32636294
STARD10,0.084353775,-0.24134313,-0.3256969
GLG1,0.09369551,-0.23168167,-0.32537717
RAD51C,0.04026511,-0.28497514,-0.32524025
MTMR6,0.08988819,-0.23522753,-0.3251157
SF3B6,-0.047062133,-0.37157458,-0.32451245
NOP10,0.03249772,-0.29190904,-0.32440674
TLE5,-0.06470339,-0.38902572,-0.32432234
AK1,0.03461532,-0.289687,-0.32430232
TRIT1,-0.01570803,-0.33984905,-0.32414103
HEBP1,0.18316314,-0.14064515,-0.32380828
SUN2,-0.00440047,-0.3280848,-0.32368433
KDSR,-0.029893046,-0.35335428,-0.32346123
GNB1,0.010561936,-0.31289345,-0.3234554
EIF4G3,0.044196606,-0.27921045,-0.32340705
CREBZF,-0.08643447,-0.40963897,-0.32320452
GRK2,-0.03150426,-0.3545404,-0.32303613
TMEM33,-0.027697332,-0.3504678,-0.32277048
HDHD2,-0.070526175,-0.39321986,-0.32269368
MICALL1,0.040476196,-0.28219333,-0.32266954
CASK,-0.026546564,-0.34912378,-0.3225772
NDUFA9,0.096576475,-0.22593623,-0.32251272
MORF4L2,0.07192231,-0.25050822,-0.32243052
EFCAB5,0.04087011,-0.28105924,-0.32192934
IGF2BP1,0.04786079,-0.27399403,-0.32185483
MRPL17,0.07302853,-0.24850926,-0.3215378
MPHOSPH8,0.057206996,-0.26394626,-0.32115325
FASTKD5,0.045574643,-0.27547032,-0.32104495
HSPB11,-0.055635065,-0.37621588,-0.3205808
GPRC5C,0.09353444,-0.22699401,-0.32052845
FNBP1,-0.06705825,-0.38756827,-0.32051003
PARS2,-0.0972626,-0.41767183,-0.32040924
SLC4A7,0.065649286,-0.25472897,-0.32037824
ZFAND5,-0.035475064,-0.35584578,-0.3203707
NUDT16L1,0.0516486,-0.26830983,-0.31995842
DLG3,0.06649158,-0.25344148,-0.31993306
CWC15,-0.10476254,-0.4244673,-0.31970477
CIT,0.0896214,-0.230008,-0.3196294
PLIN2,0.002689715,-0.31692797,-0.3196177
ENY2,-0.01548209,-0.3350289,-0.3195468
COASY,-0.0762454,-0.39572343,-0.31947803
ATG9A,0.10144971,-0.21800885,-0.31945854
FLOT2,0.0970073,-0.2224337,-0.319441
STXBP1,0.013098237,-0.30631515,-0.3194134
CTBP2,0.027551576,-0.29156348,-0.31911504
SLBP,-0.044282716,-0.36337233,-0.31908962
JADE1,-0.06420551,-0.38291058,-0.31870508
ATP1A3,-0.04596071,-0.3646273,-0.31866658
NDUFS1,0.05986906,-0.258741,-0.31861004
CEP41,-0.11555531,-0.4341298,-0.3185745
MRPL37,0.15039033,-0.16812019,-0.31851053
HMGCR,-0.027951097,-0.3464223,-0.31847122
TRA2B,-0.086825006,-0.40524969,-0.31842467
RTN4IP1,-0.03410858,-0.35244575,-0.31833717
ATAD1,-0.08135743,-0.39955994,-0.31820253
VPS13C,0.043067995,-0.27502984,-0.31809783
DPF2,-0.029326381,-0.34691727,-0.3175909
NAT10,-0.058103055,-0.3754996,-0.31739655
PSPC1,-0.06339528,-0.3807488,-0.31735355
IGF2R,0.11240347,-0.20482977,-0.31723323
SRRT,-0.23563664,-0.5524094,-0.31677276
ARL15,0.022034016,-0.2946976,-0.31673163
ABR,0.14290717,-0.17371391,-0.31662107
TMEM97,0.005910894,-0.31041378,-0.31632468
CYP51A1,-0.016078325,-0.33192456,-0.31584623
CTH,0.046207007,-0.26960087,-0.31580788
PCDHGB7,0.011896153,-0.30364212,-0.3155383
UVRAG,0.00126725,-0.31426534,-0.3155326
MMAA,0.03307089,-0.28237116,-0.31544206
MRPS24,0.035725635,-0.2797117,-0.31543732
FAM120A,0.07191738,-0.242723,-0.31464037
RBM14,-0.087981984,-0.40256482,-0.31458282
LRWD1,-0.105323724,-0.41986984,-0.3145461
KIF5B,0.08736911,-0.22651748,-0.31388658
BRD2,-0.15413943,-0.46794546,-0.31380603
PRPF19,-0.057650495,-0.37061062,-0.31296012
SPART,0.06283408,-0.25003144,-0.31286553
GRAMD1C,0.01563465,-0.29715267,-0.31278732
CRMP1,-0.048946764,-0.36130247,-0.3123557
PTK7,0.027684001,-0.28401256,-0.31169656
ABHD6,0.008346397,-0.30327868,-0.3116251
PRKAG1,-0.020935234,-0.33155686,-0.31062162
FAM91A1,0.12338549,-0.18713377,-0.31051928
NCAPH2,0.002182024,-0.30831233,-0.31049436
NUDT19,0.0644348,-0.24597989,-0.31041467
UBXN7,-0.11708044,-0.42747933,-0.31039888
MED18,-0.032012172,-0.3419803,-0.30996814
KRT9,-0.010424855,-0.32032907,-0.30990422
UNC119,0.08466313,-0.22508661,-0.30974975
FGF11,0.07233734,-0.23618726,-0.3085246
PABPC3,-0.06802343,-0.37651637,-0.30849296
PCSK1N,-0.023288783,-0.33173,-0.30844122
API5,-0.104801945,-0.41290697,-0.30810502
NDUFA5,-0.003792265,-0.3117994,-0.30800715
PLRG1,0.012111296,-0.2954018,-0.30751312
ATP6V1F,0.106140055,-0.20105742,-0.30719748
AASS,-0.002746818,-0.30973512,-0.3069883
SPECC1,0.09885961,-0.20802367,-0.30688328
SFXN4,-0.02547227,-0.3322824,-0.3068101
UBN1,0.06992268,-0.23683056,-0.30675325
FCGRT,0.02495917,-0.28125027,-0.30620944
SFSWAP,0.05926797,-0.24681519,-0.30608317
SOX21,-0.02113357,-0.32698217,-0.3058486
PI4K2B,0.030983372,-0.27439865,-0.305382
APIP,-0.024620706,-0.3299642,-0.30534348
SYPL1,0.0637387,-0.24154252,-0.30528122
SUPT16H,-0.10750503,-0.4125125,-0.3050075
ERBB2,0.14796793,-0.15703237,-0.3050003
GNAS,0.078268796,-0.22622627,-0.30449507
GMDS,-0.06253429,-0.3670027,-0.3044684
CRTC1,-0.1397172,-0.4441221,-0.3044049
VPS37B,0.018266438,-0.2855509,-0.30381733
NUP35,-0.08439059,-0.38800812,-0.30361754
FNBP4,-0.07511161,-0.37871018,-0.30359858
B4GALT5,0.1269716,-0.17657834,-0.30354995
SYNJ2BP,0.112694845,-0.19073485,-0.3034297
DIP2B,0.065540545,-0.23774195,-0.3032825
TMLHE,0.104969814,-0.19824852,-0.30321833
SNX4,-0.022553919,-0.32575694,-0.30320302
CRACD,-0.003353559,-0.3065522,-0.30319864
ZBTB7A,0.066117786,-0.23672862,-0.3028464
SP1,-0.043221485,-0.34569085,-0.30246937
DNM1L,-0.02741114,-0.32985416,-0.30244303
NUP37,0.017717753,-0.28466,-0.30237776
PRAF2,-0.020388355,-0.32276028,-0.30237192
ANTXR2,0.13212971,-0.17023079,-0.3023605
CDC40,-0.08656306,-0.38880238,-0.30223933
UTP23,-0.011674386,-0.31328797,-0.3016136
RPL22,0.07696542,-0.224184,-0.30114943
DCP1A,-0.07918647,-0.3801212,-0.30093473
SMCHD1,-0.056162428,-0.35708353,-0.3009211
PIR,0.16578601,-0.13511974,-0.30090576
SNW1,-0.02611339,-0.32691804,-0.30080464
SMUG1,0.00992599,-0.29081932,-0.3007453
ESYT2,0.06881143,-0.23189749,-0.30070892
PARP2,-0.080017515,-0.38021487,-0.30019736
CHML,-0.04602425,-0.34590167,-0.2998774
DPYSL2,-0.064620316,-0.36428633,-0.29966602
CRELD2,0.037349142,-0.2618234,-0.29917252
TRIM47,0.12154522,-0.17744747,-0.2989927
NELFA,-0.083291374,-0.3821977,-0.29890633
MPP7,0.12024514,-0.17854385,-0.298789
MTDH,0.058048505,-0.24069878,-0.2987473
ISCA1,-0.009326615,-0.30782425,-0.29849765
SAPCD2,-0.035918903,-0.33423528,-0.2983164
SPAG7,0.05705908,-0.24104914,-0.29810822
GGT7,0.038871255,-0.2587717,-0.29764295
PAXX,-0.04672379,-0.344307,-0.29758322
DDR2,0.006643348,-0.2908653,-0.29750866
ATF7,0.004416656,-0.29309002,-0.29750666
NCBP2,-0.11842282,-0.4158878,-0.29746497
ORC6,0.019364303,-0.27799782,-0.29736212
SARM1,-0.016358463,-0.31365263,-0.29729417
GK,0.03628072,-0.26042137,-0.2967021
NECTIN1,-0.004910018,-0.30156296,-0.29665294
CNOT7,-0.016196609,-0.31257612,-0.2963795
MRPL34,0.054280743,-0.24205595,-0.2963367
DPYSL4,-0.010127486,-0.3063773,-0.2962498
RPS6KA4,0.058954153,-0.23710743,-0.29606158
KCTD5,-0.06063931,-0.3565131,-0.2958738
MRPL21,0.1071818,-0.18861246,-0.29579425
ZNF516,0.07077068,-0.22474642,-0.2955171
PPTC7,0.007170219,-0.28810737,-0.2952776
RAB4B,0.022321634,-0.27266842,-0.29499006
PTK2B,-0.02689792,-0.32182932,-0.2949314
GPHN,0.016179813,-0.27873012,-0.29490992
ATAD2,-0.007749085,-0.30260265,-0.29485357
C8orf82,0.083001286,-0.21171525,-0.29471654
TSC2,0.07384261,-0.22071059,-0.2945532
OSBPL8,0.035934452,-0.25851923,-0.29445368
NDUFV1,0.028387152,-0.26578107,-0.29416823
ASCC3,0.09162323,-0.20240551,-0.29402876
SMARCAL1,0.083400235,-0.21038887,-0.2937891
C18orf63,-0.045531843,-0.33925876,-0.29372692
CAMSAP1,-0.017889198,-0.31158713,-0.29369792
BCAT1,0.01631706,-0.2773797,-0.29369676
MCC,-0.020438628,-0.31411391,-0.29367527
PIGBOS1,-0.048807554,-0.3424736,-0.29366603
MAPT,-0.031183025,-0.32478538,-0.29360235
MBIP,-0.0029462,-0.29645836,-0.29351217
DCAF7,-0.000143924,-0.2932433,-0.29309937
DNMT1,-0.07610204,-0.369129,-0.29302695
MCTP1,0.02825786,-0.2647268,-0.29298463
SEPTIN4,-0.03578924,-0.3287419,-0.29295266
POGLUT2,0.03276095,-0.26010436,-0.2928653
TRAFD1,0.050211534,-0.242337,-0.29254854
DPYD,-0.047258344,-0.3394876,-0.29222926
RBM39,-0.11502905,-0.40722,-0.29219097
ECHDC2,0.005371618,-0.28679976,-0.2921714
COL1A1,0.022370448,-0.2697598,-0.29213026
C12orf43,-0.030860357,-0.32266104,-0.29180068
ARHGAP21,0.08721719,-0.2044471,-0.2916643
TRIM2,0.004026167,-0.28718936,-0.29121554
CDK1,-0.07274034,-0.3635718,-0.29083145
IGF1R,-0.004586377,-0.2953348,-0.29074842
ERGIC3,0.10817772,-0.18246797,-0.2906457
PEG10,0.069742285,-0.22072214,-0.29046443
DCBLD1,0.15054323,-0.13989349,-0.2904367
EBP,-0.002244478,-0.29262584,-0.29038137
TNPO2,-0.06217959,-0.35254478,-0.2903652
AGR2,0.13491516,-0.15538761,-0.29030275
EXOC5,0.11486128,-0.17542721,-0.2902885
MPRIP,0.17076501,-0.11926765,-0.29003266
KTN1,0.12832066,-0.16160136,-0.28992203
YBEY,0.02141199,-0.26846734,-0.28987932
CSNK2A2,-0.053425793,-0.34270376,-0.28927797
METTL7A,-0.04583639,-0.33496755,-0.28913116
ZNF219,0.03109091,-0.25797778,-0.2890687
ITGA2,0.04444073,-0.24462405,-0.28906476
ATP2B4,0.017949078,-0.27107894,-0.28902802
TYK2,0.001250061,-0.28757668,-0.28882673
HDAC3,0.07117672,-0.21764329,-0.28882003
NOTCH1,-0.026994273,-0.31557348,-0.28857923
ADI1,0.035319038,-0.2530189,-0.28833792
CPSF2,-0.034785207,-0.3229571,-0.2881719
PRKRA,0.02224223,-0.26532996,-0.28757218
RFC5,0.017246706,-0.26999143,-0.28723812
RPS6KB1,4.001836e-06,-0.28680965,-0.28681365
RCL1,-0.0691871,-0.35598895,-0.28680184
NFATC2,-0.033394247,-0.3201174,-0.28672317
RHOT1,-0.032189753,-0.31854752,-0.28635776
SNRPA1,-0.039308894,-0.32566208,-0.28635317
ARPP19,0.014303383,-0.27186486,-0.28616825
ERMP1,0.04098525,-0.24509937,-0.28608462
CYGB,0.04083253,-0.24514583,-0.28597835
DDX50,0.037226666,-0.24863252,-0.2858592
KIF2A,-0.056979787,-0.34270206,-0.2857223
DIDO1,0.05917013,-0.22651632,-0.28568646
MRPL15,0.105467364,-0.17991547,-0.28538284
PAXBP1,-0.08589676,-0.37119916,-0.2853024
DEK,-0.11877333,-0.40404165,-0.2852683
MACROD1,0.010814047,-0.2744255,-0.28523955
DHRS4,0.04551935,-0.23964211,-0.28516147
PALM3,0.044908028,-0.23999326,-0.2849013
PHGDH,-0.11006528,-0.39490458,-0.2848393
HEG1,0.10232864,-0.18223011,-0.28455877
ESYT1,-0.001391161,-0.28568226,-0.2842911
GANAB,0.067610875,-0.21659426,-0.28420514
LMNB2,0.03133267,-0.25251326,-0.28384593
DOCK9,0.03458388,-0.2490641,-0.28364798
LYSMD1,-0.009496166,-0.29307643,-0.28358027
RCOR1,-0.026871681,-0.31004816,-0.28317648
ARHGAP23,0.016484946,-0.26654625,-0.2830312
SCOC,0.12060257,-0.16214226,-0.28274482
STAM,0.13960795,-0.14301822,-0.28262615
ZNF638,0.005653027,-0.27691105,-0.28256407
PPDPF,0.14596082,-0.13655172,-0.28251255
MRPL4,0.1076893,-0.17435749,-0.2820468
KIF15,0.034081694,-0.24781305,-0.28189474
FAM172A,-0.06436844,-0.34609175,-0.28172332
TASOR2,0.056440696,-0.22505556,-0.28149626
PTPRK,0.068750784,-0.21266711,-0.2814179
RABL3,0.04680503,-0.23423518,-0.28104022
AMPH,0.04180531,-0.23921981,-0.2810251
CACNA1B,0.030512061,-0.25029913,-0.2808112
DGCR8,-0.063482426,-0.34423524,-0.2807528
FAM20B,0.108034685,-0.17264137,-0.28067607
DDX6,0.001715835,-0.27890214,-0.28061798
TARDBP,-0.16509634,-0.44561547,-0.28051913
XRCC5,-0.060013857,-0.34041646,-0.2804026
NARS2,-0.005052059,-0.2854491,-0.28039703
COL4A1,0.020517059,-0.2597231,-0.28024015
FAM32A,-0.04220164,-0.3224264,-0.28022477
TCF3,-0.08193033,-0.36183596,-0.27990562
ACSL3,0.19763987,-0.08215357,-0.27979344
COQ9,0.011259405,-0.268407,-0.2796664
H1-0,0.1246546,-0.1548567,-0.2795113
SATB1,-0.008449207,-0.2879123,-0.2794631
GSTM2,-0.04455923,-0.32396492,-0.27940568
NEFM,-0.04080299,-0.32006165,-0.27925867
GPX4,0.04726202,-0.23141213,-0.27867416
LRP8,0.10499243,-0.17364857,-0.278641
MAL2,0.07471808,-0.20374966,-0.27846774
GLB1,0.04270034,-0.23553625,-0.2782366
TBC1D15,0.000963582,-0.27713788,-0.27810144
DDX39B,-0.006958174,-0.28495336,-0.27799517
GGA1,0.018581407,-0.25884667,-0.2774281
ST3GAL4,0.16556345,-0.11182823,-0.27739167
SNRPD3,-0.041223165,-0.31849337,-0.2772702
UCP1,-0.051926963,-0.32898986,-0.2770629
ARHGAP35,0.030597229,-0.24643312,-0.27703035
CRTC2,-0.10146488,-0.37817612,-0.27671123
DACT3,-0.008589472,-0.2852809,-0.27669144
BAZ2A,0.09776498,-0.17858015,-0.27634513
IRF2BP2,-0.021003967,-0.2969704,-0.27596644
POLR2E,-0.10804561,-0.38399136,-0.27594575
AMACR,0.02812839,-0.24775843,-0.27588683
C11orf58,0.018194804,-0.25747094,-0.27566573
ZC3H4,-0.01944966,-0.29488128,-0.27543163
UBA3,0.04263537,-0.23248734,-0.2751227
THEM4,0.031271342,-0.24361295,-0.27488428
ZBTB40,-0.09501044,-0.3698736,-0.27486318
RICTOR,0.07815566,-0.19625303,-0.2744087
