Term,es,nes,pval,fdr,geneset_size,matched_size,genes
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.228313665,-0.873390159,0.7575757575757576,0.8432023611879728,113,107,"WIPI1,SLC7A5,KDELR3,EDEM1,DNAJB9,CEBPG,PDIA5,FKBP14,IFIT1,SLC1A4,ASNS,EIF2AK3,XPOT,SLC30A5,SPCS3,BAG3,EXOC2,CCL2,YIF1A,EIF4A2,STC2,SPCS1,LSM1,WFS1,SEC31A,EIF4E,SKIC3,IARS1,POP4,ALDH18A1,GEMIN4,GOSR2,ATP6V0D1,YWHAZ,CEBPB,SHC1,PARN,EXOSC2,CNOT4,CNOT2,DCTN1,PREB,HYOU1,ZBTB17,DNAJC3,KIF5B,EXOSC1,ERO1A,RRP9,HSPA9,TUBB2A,ATF6,HSPA5,LSM4,EXOSC5,NFYB,PSAT1,DCP1A,TARS1,SRPRA,EIF4A1,ATF3,SEC11A,SRPRB,EDC4,SDAD1,EXOSC9,EEF2,EIF2S1,IMP3,CALR,HSP90B1,PAIP1,EIF4G1,ARFGAP1,DDX10,EIF4A3,TATDN2,EXOSC10,BANF1,NOP56,PDIA6,DKC1,SSR1,HERPUD1,MTREX,NOP14,CKS1B,MTHFD2,DCP2,EIF4EBP1,CXXC1,ERN1,CNOT6,H2AX,NHP2,EXOSC4,TSPYL2,SERP1,RPS14,KHSRP,NABP1,NFYA,FUS,NOLC1,NPM1,DNAJA4"
HALLMARK_PANCREAS_BETA_CELLS,-0.341439345,-0.903387644,0.6041666666666666,0.8487196256980429,40,20,"DPP4,MAFB,AKT3,FOXO1,PAK3,FOXA2,SPCS1,STXBP1,ISL1,ELP4,VDR,NKX2-2,SEC11A,SRPRB,PAX6,SRP9,SRP14,SYT13,NKX6-1,PKLR"
HALLMARK_P53_PATHWAY,-0.22100687,-0.903732069,0.6111111111111112,0.9320420586607637,200,154,"TM4SF1,PHLDA3,ADA,CYFIP2,AEN,CDKN1A,RAB40C,KLF4,PRMT2,OSGIN1,SLC35D1,DEF6,TXNIP,STOM,SESN1,PMM1,CD82,PERP,FDXR,F2R,S100A4,TAP1,ABHD4,GM2A,ANKRA2,FAS,PTPN14,ACVR1B,BTG2,PRKAB1,CD81,PLXNB2,SLC3A2,ELP1,CTSD,CTSF,HBEGF,TGFB1,PROCR,NDRG1,BAX,WWP1,INHBB,SDC1,CEBPA,IRAK1,SLC19A2,CCND2,SEC61A1,STEAP3,NINJ1,APP,EI24,CCND3,IER5,APAF1,SLC7A11,CCNG1,S100A10,ABAT,EPHX1,KIF13B,EPHA2,UPP1,TRAF4,POLH,CASP1,RXRA,ISCU,HMOX1,RPS27L,FUCA1,RCHY1,RAD9A,NUDT15,ZFP36L1,DGKA,EPS8L2,VDR,PITPNC1,ERCC5,ABCC5,RB1,TPRKB,DDB2,PPM1D,XPC,RACK1,RAD51C,CDKN2B,TM7SF3,HDAC3,ATF3,SPHK1,VWA5A,TAX1BP3,HSPA4L,PCNA,H2AJ,HRAS,CCP110,AK1,WRAP73,FOXO3,JUN,BTG1,CCNK,NOL8,RETSAT,NOTCH1,MDM2,POM121,LDHB,RAP2B,RHBDF2,RRAD,TRIAP1,CDKN2AIP,TRAFD1,RPL18,BAK1,MAPKAPK3,TP53,TSC22D1,SP1,DCXR,RRP8,RPL36,COQ8A,HEXIM1,H2AC25,H1-2,DNTTIP2,HINT1,TSPYL2,JAG2,SERPINB5,CDKN2A,RPS12,BAIAP2,SFN,PTPRE,MKNK2,IP6K2,CDH13,PLK2,IFI30,CGRRF1,ITGB4,ZMAT3,FAM162A,TPD52L1,VAMP8,KRT17"
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.328302911,-0.99117537,0.47368421052631576,0.7325831642378404,42,33,"JAG1,CTNNB1,HDAC5,PPARD,WNT5B,CCND2,ADAM17,NUMB,HDAC11,NCSTN,RBPJ,SKP2,CSNK1E,CUL1,GNAI1,MAML1,MYC,AXIN2,DKK1,NCOR2,DLL1,PSEN2,FZD1,NOTCH1,FZD8,DVL2,HDAC2,TP53,KAT2A,JAG2,AXIN1,HEY1,LEF1"
HALLMARK_ALLOGRAFT_REJECTION,-0.261949735,-1.006063704,0.47619047619047616,0.7602379634753735,200,100,"IL2RB,ITGB2,RPL3L,SRGN,IFNAR2,C2,HLA-A,CSF1,TLR2,WAS,HCLS1,IKBKB,HDAC9,IFNGR1,F2,NOS2,F2R,TAP1,ACVR2A,TIMP1,FAS,B2M,BCAT1,THY1,TAP2,GBP2,TGFB1,RIPK2,PSMB10,CCL2,MTIF2,CD74,NME1,AKT1,UBE2D1,STAT1,INHBB,CCND2,TRAF2,CCND3,MAP3K7,DARS1,PTPN6,CAPG,CD47,ABI1,NCK1,RPL39,AARS1,EIF4G3,ETS1,TAPBP,FLNA,GLMN,IL27RA,LY75,EIF3A,GALNT1,EGFR,HLA-DMB,EIF3D,INHBA,ABCE1,ICAM1,IL12B,HLA-E,MRPL3,LYN,BCL10,EIF3J,GCNT1,CD40,JAK2,CSK,IRF8,RPS9,DEGS1,WARS1,RARS1,HIF1A,RPS3A,RPS19,BRCA1,TGFB2,UBE2N,MMP9,CDKN2A,EIF5A,ICOSLG,TLR3,NPM1,IL18,IL1B,ZAP70,BCL3,KRT1,APBB1,TPD52,EREG,CTSS"
HALLMARK_DNA_REPAIR,-0.309471979,-1.208825973,0.1111111111111111,0.29219701162147205,150,145,"ADA,HCLS1,VPS37D,REV3L,EIF1B,NME3,STX3,ITPA,POLR3GL,NPR2,AK3,BRF2,DAD1,GSDME,NT5C,ERCC8,NME1,POLD4,GTF2H1,ADCY6,BCAM,DGUOK,PNP,NT5C3A,SEC61A1,MPC2,TSG101,GPX4,NME4,DCTN4,TAF1C,GMPR2,SDCBP,ERCC3,POLB,GTF2A2,RAD52,RALA,POLR2J,POLH,ELL,TMED2,RRM2B,DGCR8,ERCC2,CANT1,POLR2G,PDE4B,ERCC1,RBX1,NFX1,RPA3,ERCC5,SMAD5,RNMT,DDB1,VPS37B,RPA2,GTF2H3,POLL,VPS28,BCAP31,POLR2H,DDB2,POLD3,XPC,NELFCD,PRIM1,USP11,SAC3D1,UMPS,RAE1,TAF6,CLP1,RFC3,CSTF3,SUPT5H,ZNF707,TARBP2,NELFB,CETN2,PCNA,NUDT21,AK1,ERCC4,MRPL40,ADRM1,POLR3C,POLR1C,RFC2,RFC4,POLR2A,ZWINT,POLA1,POLD1,SNAPC5,RAD51,AAAS,EDF1,POM121,HPRT1,SURF1,RFC5,GUK1,POLR2I,LIG1,FEN1,POLR2D,GTF2B,POLR1D,SUPT4H1,GTF2H5,POLE4,NCBP2,TYMS,POLR2E,POLR2C,NELFE,SNAPC4,TP53,TK2,GTF3C5,MPG,TAF10,ARL6IP1,UPF3B,POLA2,NUDT9,SF3A3,TAF12,ALYREF,SSRP1,IMPDH2,APRT,GTF2F1,TAF13,ELOA,SRSF6,TAF9,DUT,POLR2F,POLR2K,POLR1H,COX17,CDA"
HALLMARK_COAGULATION,-0.339762231,-1.265773429,0.16216216216216217,0.22726434237225604,138,89,"THBD,PLG,TFPI2,DPP4,CPQ,APOA1,F3,C2,CFH,ITGB3,A2M,CRIP2,PLAT,F2,MSRB2,DUSP14,TIMP3,SERPINB2,LAMP2,RGN,CSRP1,FBN1,SERPINE1,TIMP1,FYN,ARF4,WDR1,CTSV,CASP9,APOC3,LRP1,PLEK,CAPN2,CTSO,ADAM9,C1R,C3,LGMN,FURIN,MMP15,RABIF,FGA,VWF,CTSB,ANXA1,F2RL2,PREP,BMP1,MMP8,SIRT2,ITGA2,C1S,LTA4H,ISCU,PEF1,THBS1,SPARC,RAC1,CTSH,MMP2,GNB2,HRG,USP11,MMP14,TF,S100A13,CD9,MAFF,GP1BA,SERPING1,CAPN5,GSN,MMP3,PRSS23,FGG,MMP9,GNG12,SERPINC1,CLU,PROS1,SERPINA1,PLAU,APOC1,F8,FN1,RAPGEF3,MMP1,CTSK,GDA"
HALLMARK_ANGIOGENESIS,-0.477883674,-1.398136718,0.043478260869565216,0.12086330935251799,36,26,"THBD,JAG1,SPP1,S100A4,TIMP1,VCAN,VTN,FGFR1,PTK2,CCND2,APP,VAV2,POSTN,STC1,NRP1,ITGAV,SLCO2A1,FSTL1,JAG2,KCNJ8,APOH,LRPAP1,COL3A1,LUM,COL5A2,TNFRSF21"
HALLMARK_G2M_CHECKPOINT,-0.427387366,-1.743667558,0,0.011621472053126731,200,194,"SLC7A5,H2BC12,MAP3K20,NEK2,TNPO2,SQLE,ABL1,PURA,CCNF,STIL,CUL5,EXO1,SNRPD1,SLC38A1,AURKA,TGFB1,HOXC10,E2F3,MEIS2,CDKN2C,PAFAH1B1,CUL4A,PLK4,WRN,RASAL2,KMT5A,TACC3,CDKN1B,CCND1,BUB1,KIF22,CENPE,ODC1,PDS5B,TENT4A,KIF23,DTYMK,LBR,XPO1,SLC7A1,ESPL1,RAD54L,MAPK14,CDC27,DBF4,EFNA5,KIF15,CCNT1,TOP2A,POLE,KIF11,PRMT5,MAD2L1,CENPF,HMMR,TROAP,KIF5B,ORC5,DMD,NOTCH2,CUL1,CDK1,TPX2,MYC,ARID4A,HUS1,KNL1,MARCKS,KPNB1,CCNB2,NUP98,PRC1,RPA2,AMD1,SMAD3,CCNA2,ODF2,CUL3,RBM14,E2F4,MTF2,RACGAP1,RBL1,UBE2S,TFDP1,KIF4A,ATRX,RAD21,KIF2C,NDC80,KIF20B,BARD1,SMC4,CDK4,NUSAP1,TRA2B,CHMP1A,MCM6,DDX39A,TRAIP,BUB3,UPF1,MCM2,INCENP,RPS6KA5,ORC6,MCM3,SMC1A,RAD23B,TTK,PBK,MCM5,CHAF1A,LMNB1,H2AZ2,BRCA2,TMPO,CDC25A,KATNA1,CBX1,AURKB,FOXN3,STAG1,CDC7,HNRNPU,DKC1,CDC45,CTCF,PRPF4B,SMC2,PRIM2,DR1,FANCC,NSD2,EZH2,ILF3,LIG3,CKS1B,GINS2,UBE2C,TLE3,KPNA2,GSPT1,CDKN3,SYNCRIP,SRSF1,SLC12A2,TOP1,HIF1A,NASP,YTHDC1,PTTG1,SUV39H1,PLK1,HSPA8,SS18,H2AZ1,CDC25B,POLA2,CASP8AP2,H2AX,NUMA1,HIRA,SFPQ,NUP50,SAP30,HMGA1,POLQ,G3BP1,SRSF2,SRSF10,CDC20,UCK2,FBXO5,MEIS1,STMN1,MNAT1,MKI67,CDC6,CHEK1,PML,MYBL2,CKS2,JPT1,MT2A,BIRC5,EWSR1,HMGB3,SMARCC1,HNRNPD,NOLC1,NCL,BCL3,HMGN2"
HALLMARK_MYC_TARGETS_V2,-0.553160592,-1.845108031,0,0.005165099,58,57,"TMEM97,PLK4,FARSA,RABEPK,PRMT3,TBRG4,UTP20,RRP9,SUPV3L1,HK2,MYC,MAP3K6,SORD,AIMP2,EXOSC5,PES1,TFB2M,NDUFAF4,PHB1,NIP7,PUS1,LAS1L,GRWD1,CDK4,IPO4,BYSL,MRTO4,NOC4L,PPAN,MCM5,MYBBP1A,GNL3,NOP56,IMP4,PA2G4,WDR43,DCTPP1,MCM4,SRM,UNG,HSPD1,NOP16,SLC19A1,RCL1,PLK1,RRP12,SLC29A2,WDR74,NOP2,MPHOSPH10,HSPE1,DDX18,TCOF1,PPRC1,NOLC1,CBX3,NPM1"
HALLMARK_E2F_TARGETS,-0.476723165,-2.072276221,0,0,200,199,"CCNE1,CDKN1A,PRPS1,MRE11,PRDX4,DCK,RAD50,NBN,MMS22L,WEE1,AURKA,CENPM,NME1,CDKN2C,PLK4,DEPDC1,CHEK2,TACC3,CDKN1B,DCLRE1B,KIF22,CENPE,PDS5B,CNOT9,TK1,EXOSC8,CTPS1,LBR,XPO1,ESPL1,RPA1,NAA38,NUP205,TOP2A,POLE,IPO7,MAD2L1,TBRG4,CDCA8,SMC6,DONSON,HMMR,CSE1L,RAD1,MLH1,PAN2,SMC3,E2F8,NCAPD2,TUBB,CDK1,PRKDC,MYC,HUS1,NUP107,ATAD2,CCNB2,RPA3,MSH2,RPA2,TRIP13,CIT,PPM1D,POLD3,SHMT1,CDCA3,SPC25,RAD51C,ASF1A,RACGAP1,UBE2S,BUB1B,KIF4A,RAD21,KIF2C,RFC3,USP1,POLD2,POP7,MELK,RAN,PCNA,DIAPH3,NUDT21,CCP110,BARD1,GINS1,SMC4,CDK4,ZW10,TRA2B,KIF18B,MCM6,DDX39A,PAICS,MCM2,ING3,RFC2,ORC6,MCM3,EIF2S1,SMC1A,EED,TCF19,TIMELESS,ORC2,DSCC1,TUBG1,MCM5,POLD1,HELLS,LMNB1,BRCA2,ASF1B,TMPO,CDC25A,BRMS1L,SPAG5,NOP56,SNRPB,LIG1,NAP1L1,AURKB,PA2G4,STAG1,RNASEH2A,RAD51AP1,DCTPP1,LUC7L3,CTCF,RRM2,PRIM2,MCM4,POLE4,GINS3,EZH2,ILF3,CKS1B,NUP153,UNG,MCM7,MTHFD2,KPNA2,PNN,GSPT1,CDKN3,SYNCRIP,PSMC3IP,TP53,SRSF1,DNMT1,NASP,DLGAP5,LYAR,PTTG1,SUV39H1,PLK1,PPP1R8,H2AZ1,XRCC6,CDC25B,POLA2,PHF5A,PMS2,RFC1,H2AX,RANBP1,CBX5,SPC24,UBE2T,BRCA1,DEK,UBR7,HMGA1,SRSF2,GINS4,CDC20,PSIP1,SSRP1,SLBP,HMGB2,STMN1,RBBP7,CDKN2A,MKI67,AK2,TIPIN,CHEK1,TFRC,MYBL2,CKS2,JPT1,DUT,BIRC5,HMGB3,HNRNPD,NOLC1,ANP32E,MXD3"
HALLMARK_MYC_TARGETS_V1,-0.514144949,-2.131307067,0,0,200,200,"TXNL4A,PRDX4,SNRPD1,XPOT,FAM120A,LSM2,NME1,HDDC2,VDAC3,PRPS2,LDHA,CDK2,GLO1,EIF4E,PSMD3,IARS1,ETF1,ODC1,CTPS1,XPO1,COPS5,YWHAE,AP3S1,MAD2L1,PSMA7,VDAC1,YWHAQ,PRDX3,ILF2,EIF3B,PSMD14,RRP9,SLC25A3,PSMB3,CUL1,SNRPG,MYC,PSMD1,KPNB1,RUVBL2,EPRS1,NCBP1,AIMP2,PSMD8,CCNA2,PSMA2,SSBP1,EEF1B2,PABPC1,CCT5,CCT3,PSMA6,PWP1,RACK1,MRPS18B,PTGES3,TOMM70,RPS3,SNRPD3,EIF4A1,CCT4,TFDP1,PSMA1,STARD7,PSMA4,TCP1,PCBP1,PSMB2,USP1,POLD2,GOT2,UBA2,RPS2,PHB1,RAN,EIF3D,PCNA,PSMD7,KARS1,FBL,RPL22,DHX15,PPIA,TARDBP,ABCE1,RPLP0,CDK4,TRA2B,PRPF31,MCM6,BUB3,PHB2,EIF2S2,MCM2,C1QBP,MRPL23,EIF3J,RFC4,CANX,EIF2S1,SF3B3,RAD23B,SNRPB2,HNRNPC,RPS10,RNPS1,ORC2,PSMC6,LSM7,IFRD1,MCM5,SNRPD2,EXOSC7,GNL3,CYC1,RPL14,HPRT1,PSMC4,CAD,PGK1,EIF4G2,CCT7,NOP56,HDGF,NAP1L1,PA2G4,CSTF2,CNBP,HNRNPU,CDC45,SNRPA,MCM4,RPL18,HDAC2,TUFM,NCBP2,SRM,ACP1,RPL6,TYMS,MRPL9,VBP1,HNRNPR,UBE2L3,HSPD1,MCM7,CCT2,NOP16,KPNA2,GSPT1,SRPK1,TRIM28,SYNCRIP,RPL34,SRSF1,EIF1AX,SNRPA1,SSB,H2AZ1,XRCC6,RPS6,SF3A1,RANBP1,HNRNPA1,SERBP1,DEK,G3BP1,SRSF2,SET,NHP2,CDC20,COX5A,U2AF1,IMPDH2,HNRNPA3,APEX1,HSP90AB1,RPS5,HSPE1,DDX18,DDX21,HNRNPA2B1,CLNS1A,SRSF7,EIF4H,ERH,RRM1,SRSF3,UBE2E1,RSL1D1,PPM1G,DUT,PABPC4,POLE3,SMARCC1,HNRNPD,NOLC1,CBX3,NPM1,NDUFAB1"
